source,title,organization,url,currency,minimum_amount,maximum_amount,expected_amount,payment_evidence,powershell_fit,cash_conversion_speed,estimated_hours,estimated_value_per_hour,task_score,execution_score,execution_status,execution_reason,task_matches,fit_matches,complexity_matches
github_paid_issues,[MASTER] Nashrino 10/10 Production Readiness and World-Class Certification Plan,reza96ah-ship-it/publish,https://github.com/reza96ah-ship-it/publish/issues/160,,,,0.0,,1.0,90.0,4.0,0.0,302.0,100.0,priority_execution_review,"Tarefa pontual identificada.; Remuneração explícita identificada.; Execução remota identificada.; Compatibilidade digital: automation, cli, api, database, sql, data, documentation, testing","bounty, fix, implement, implementation, automation, api, integration, database, sql, documentation, testing, test","automation, cli, api, database, sql, data, documentation, testing, backend, integration",
github_paid_issues,nert: Curated Access to TERN Environmental Raster Data,ropensci/software-review,https://github.com/ropensci/software-review/issues/785,,,,0.0,,1.0,90.0,4.0,0.0,312.0,100.0,priority_execution_review,"Tarefa pontual identificada.; Remuneração explícita identificada.; Execução remota identificada.; Compatibilidade digital: windows, script, automation, cli, api, database, github, data","bounty, bug, implement, implementation, script, automation, api, integration, database, data extraction, documentation, testing","windows, script, automation, cli, api, database, github, data, documentation, testing, integration",
github_paid_issues,[RFC] First-class support and reference implementation for out-of-tree backends,pytorch/executorch,https://github.com/pytorch/executorch/issues/20975,,,,0.0,,0.95,90.0,8.0,0.0,208.0,100.0,priority_execution_review,"Tarefa pontual identificada.; Remuneração explícita identificada.; Execução remota identificada.; Compatibilidade digital: windows, script, api, documentation, python, backend, integration","bounty, implement, implementation, script, python, api, integration, documentation, test, workflow","windows, script, api, documentation, python, backend, integration","ios, android"
github_paid_issues,BUG-684 P1: QE dual GPU training freezes Windows desktop because WSL cron still polls nvidia-smi,licong01-cloud/AIstock,https://github.com/licong01-cloud/AIstock/issues/2244,,,,0.0,,0.95,90.0,4.0,0.0,170.0,100.0,priority_execution_review,"Tarefa pontual identificada.; Remuneração explícita identificada.; Execução remota identificada.; Compatibilidade digital: windows, script, json, python, backend","bounty, bug, fix, script, python, test, mcp, workflow","windows, script, json, python, backend",
github_paid_issues,MCP `factor_analysis` always fails with `KeyError: 'factor_csv'` — wrapper and registered tool have mismatched contracts,HKUDS/Vibe-Trading,https://github.com/HKUDS/Vibe-Trading/issues/635,,,,0.0,,0.95,90.0,4.0,0.0,184.0,100.0,priority_execution_review,"Tarefa pontual identificada.; Remuneração explícita identificada.; Execução remota identificada.; Compatibilidade digital: cli, json, csv, data, python","bounty, fix, implement, implementation, python, test, mcp, agent, cli","cli, json, csv, data, python",
github_paid_issues,Renovate Dependency Dashboard,lyzetam/fako-cluster,https://github.com/lyzetam/fako-cluster/issues/89,,,,0.0,,0.95,90.0,9.6,0.0,206.0,100.0,priority_execution_review,"Tarefa pontual identificada.; Remuneração explícita identificada.; Execução remota identificada.; Compatibilidade digital: cli, api, database, github, data, testing, python, backend","bounty, python, api, database, testing, test, mcp, agent, workflow, cli","cli, api, database, github, data, testing, python, backend",kubernetes
github_paid_issues,Windows sandbox helper not found in Codex CLI 0.138.0; regression from 0.132.0,openai/codex,https://github.com/openai/codex/issues/27125,,,,0.0,,1.0,90.0,4.0,0.0,158.0,100.0,priority_execution_review,"Tarefa pontual identificada.; Remuneração explícita identificada.; Execução remota identificada.; Compatibilidade digital: powershell, windows, script, cli, json, data","bounty, bug, fix, script, powershell, test, cli","powershell, windows, script, cli, json, data",
github_paid_issues,Sprint: TCOIN production launch readiness,GreenPill-TO/Genero,https://github.com/GreenPill-TO/Genero/issues/78,,,,0.0,,1.0,90.0,8.9,0.0,202.0,100.0,priority_execution_review,"Tarefa pontual identificada.; Remuneração explícita identificada.; Execução remota identificada.; Compatibilidade digital: automation, api, database, github, data","bounty, fix, implement, implementation, automation, api, database, test, agent, workflow","automation, api, database, github, data",rails
github_paid_issues,Renovate Dashboard 🤖,GeckoSplinter/home-ops,https://github.com/GeckoSplinter/home-ops/issues/1,,,,0.0,,0.95,90.0,9.6,0.0,198.0,100.0,priority_execution_review,"Tarefa pontual identificada.; Remuneração explícita identificada.; Execução remota identificada.; Compatibilidade digital: script, cli, api, database, github, data, python","bounty, bug, fix, script, python, api, database, workflow, cli","script, cli, api, database, github, data, python",kubernetes
github_paid_issues,Dependency Dashboard,agross/ansible-home-network,https://github.com/agross/ansible-home-network/issues/9,,,,0.0,,0.95,90.0,4.0,0.0,178.0,100.0,priority_execution_review,"Tarefa pontual identificada.; Remuneração explícita identificada.; Execução remota identificada.; Compatibilidade digital: script, cli, sql, github, python","bounty, fix, script, python, sql, mcp, workflow, cli","script, cli, sql, github, python",
github_paid_issues,Task 16 — Admin order management UI (16a/16b/16c),jampissarandev/Mini-E-Commerce-Platform,https://github.com/jampissarandev/Mini-E-Commerce-Platform/issues/10,,,,0.0,,0.95,90.0,10.3,0.0,200.0,100.0,priority_execution_review,"Tarefa pontual identificada.; Remuneração explícita identificada.; Execução remota identificada.; Compatibilidade digital: cli, api, data, testing, backend, integration","bounty, fix, implement, implementation, api, integration, testing, test, agent, cli","cli, api, data, testing, backend, integration",ios
github_paid_issues,"Database Index Coverage, Query Performance & Cache-Stampede Surface in a Rails 8 Web3 Payment Platform",baizhiheizi/quill,https://github.com/baizhiheizi/quill/issues/1911,,,,0.0,,1.0,90.0,8.9,0.0,210.0,100.0,priority_execution_review,"Tarefa pontual identificada.; Remuneração explícita identificada.; Execução remota identificada.; Compatibilidade digital: windows, script, automation, api, database, sql, github, data","bounty, fix, script, automation, api, database, sql, test, agent, workflow","windows, script, automation, api, database, sql, github, data",rails
github_paid_issues,"docs: restructure CLAUDE.md — slim always-loaded core, extract conventions, add path-scoped rules",midnightntwrk/midnight-wallet,https://github.com/midnightntwrk/midnight-wallet/issues/576,,,,0.0,,0.95,90.0,4.0,0.0,238.0,100.0,priority_execution_review,"Tarefa pontual identificada.; Remuneração explícita identificada.; Execução remota identificada.; Compatibilidade digital: script, cli, json, github, documentation, testing, integration","bounty, bug, fix, implement, implementation, script, integration, documentation, testing, test, agent, cli","script, cli, json, github, documentation, testing, integration",
github_paid_issues,Codex Desktop automation_update can false-succeed without owner-host persistence or readback,openai/codex,https://github.com/openai/codex/issues/33527,,,,0.0,,1.0,90.0,4.0,0.0,270.0,100.0,priority_execution_review,"Tarefa pontual identificada.; Remuneração explícita identificada.; Execução remota identificada.; Compatibilidade digital: script, automation, cli, sql, github, data, integration","bounty, bug, fix, implement, implementation, script, automation, integration, sql, test, agent, workflow","script, automation, cli, sql, github, data, integration",
github_paid_issues,🤗 Hugging Face Trending Models 2026-07-16,THTHDGCS/agents-radar,https://github.com/THTHDGCS/agents-radar/issues/160,,,,0.0,,0.95,90.0,4.0,0.0,166.0,100.0,priority_execution_review,"Tarefa pontual identificada.; Remuneração explícita identificada.; Execução remota identificada.; Compatibilidade digital: script, api, github, integration","bounty, fix, script, api, integration, test, agent, workflow","script, api, github, integration",
github_paid_issues,📊 AI CLI Tools Digest 2026-07-15,Chestnuts-0/os-feed,https://github.com/Chestnuts-0/os-feed/issues/450,,,,0.0,,1.0,90.0,8.0,0.0,328.0,100.0,priority_execution_review,"Tarefa pontual identificada.; Remuneração explícita identificada.; Execução remota identificada.; Compatibilidade digital: windows, script, automation, cli, api, json, database, github","bounty, bug, fix, implement, script, automation, api, integration, database, documentation, test, pull request","windows, script, automation, cli, api, json, database, github, data, documentation, integration","android, rails"
github_paid_issues,"[GoodBounty]: Finalize GovernanceWidget functionality membership lifecycle, runtime QA, and UI/UX structure",GoodDollar/GoodWidget,https://github.com/GoodDollar/GoodWidget/issues/80,,,,0.0,,0.95,90.0,4.0,0.0,166.0,100.0,priority_execution_review,"Tarefa pontual identificada.; Remuneração explícita identificada.; Execução remota identificada.; Compatibilidade digital: script, api, github, data, integration","bounty, fix, implement, script, api, integration, test, agent","script, api, github, data, integration",
github_paid_issues,🚨 Zero Day Pulse — Active Vulnerability Tracker,peleduri/zero-day-pulse,https://github.com/peleduri/zero-day-pulse/issues/7,,,,0.0,,0.95,90.0,12.0,0.0,206.0,100.0,priority_execution_review,"Tarefa pontual identificada.; Remuneração explícita identificada.; Execução remota identificada.; Compatibilidade digital: script, cli, api, json, sql, github, data","bounty, bug, fix, implement, script, api, sql, test, agent, cli","script, cli, api, json, sql, github, data","ios, android"
github_paid_issues,[50 MRG] Gomi IDE job (prj_0127): focused tested fix on mergeos-bounties/Gomi,mergeos-bounties/mergeos,https://github.com/mergeos-bounties/mergeos/issues/244,,,,0.0,,1.0,90.0,4.0,0.0,172.0,100.0,priority_execution_review,"Tarefa pontual identificada.; Remuneração explícita identificada.; Execução remota identificada.; Compatibilidade digital: windows, automation, cli, github, backend","bounty, reward, bug, fix, automation, test, agent, cli","windows, automation, cli, github, backend",
github_paid_issues,agpt-0.5.0: 85 vulnerabilities (highest severity is: 9.5),rsoreq/AutoGPT,https://github.com/rsoreq/AutoGPT/issues/215,,,,0.0,,0.95,90.0,9.6,0.0,236.0,100.0,priority_execution_review,"Tarefa pontual identificada.; Remuneração explícita identificada.; Execução remota identificada.; Compatibilidade digital: script, cli, api, json, database, github, data, python","bounty, bug, fix, implement, implementation, script, python, api, database, mcp, cli","script, cli, api, json, database, github, data, python",kubernetes
github_paid_issues,autogpt-forge-0.2.0: 39 vulnerabilities (highest severity is: 9.5),rsoreq/AutoGPT,https://github.com/rsoreq/AutoGPT/issues/214,,,,0.0,,0.95,90.0,12.0,0.0,230.0,100.0,priority_execution_review,"Tarefa pontual identificada.; Remuneração explícita identificada.; Execução remota identificada.; Compatibilidade digital: script, cli, api, json, database, github, data, python","bounty, fix, implement, implementation, script, python, api, database, test, mcp, cli","script, cli, api, json, database, github, data, python","rails, kubernetes"
github_paid_issues,litellm-1.49.0-py3-none-any.whl: 23 vulnerabilities (highest severity is: 10.0),AReid987/stellarAgent,https://github.com/AReid987/stellarAgent/issues/150,,,,0.0,,0.95,90.0,8.9,0.0,210.0,100.0,priority_execution_review,"Tarefa pontual identificada.; Remuneração explícita identificada.; Execução remota identificada.; Compatibilidade digital: cli, api, json, database, sql, github, data, python","bounty, bug, fix, python, api, database, sql, test, mcp, cli","cli, api, json, database, sql, github, data, python",rails
github_paid_issues,crewai-0.102.0-py3-none-any.whl: 17 vulnerabilities (highest severity is: 9.5) unreachable,rsoreq/amazon-bedrock-workshop,https://github.com/rsoreq/amazon-bedrock-workshop/issues/51,,,,0.0,,0.95,90.0,8.9,0.0,190.0,100.0,priority_execution_review,"Tarefa pontual identificada.; Remuneração explícita identificada.; Execução remota identificada.; Compatibilidade digital: cli, api, json, database, sql, github, data, python","bounty, fix, python, api, database, sql, test, mcp, cli","cli, api, json, database, sql, github, data, python",rails
github_paid_issues,transformers-4.49.0-py3-none-any.whl: 22 vulnerabilities (highest severity is: 8.8) unreachable,rsoreq/amazon-bedrock-workshop,https://github.com/rsoreq/amazon-bedrock-workshop/issues/5,,,,0.0,,0.95,90.0,4.0,0.0,214.0,100.0,priority_execution_review,"Tarefa pontual identificada.; Remuneração explícita identificada.; Execução remota identificada.; Compatibilidade digital: script, cli, api, json, database, github, data, python","bounty, fix, implement, implementation, script, python, api, database, workflow, cli","script, cli, api, json, database, github, data, python",
github_paid_issues,litellm-1.17.9-py3-none-any.whl: 29 vulnerabilities (highest severity is: 10.0),RonenSdemocorp-mend/AutoGPT,https://github.com/RonenSdemocorp-mend/AutoGPT/issues/18,,,,0.0,,0.95,90.0,8.9,0.0,212.0,100.0,priority_execution_review,"Tarefa pontual identificada.; Remuneração explícita identificada.; Execução remota identificada.; Compatibilidade digital: script, cli, api, json, database, github, data, python","bounty, fix, script, python, api, database, test, mcp, workflow, cli","script, cli, api, json, database, github, data, python",rails
github_paid_issues,autogpt-forge-0.2.0: 42 vulnerabilities (highest severity is: 10.0),RonenSdemocorp-mend/AutoGPT,https://github.com/RonenSdemocorp-mend/AutoGPT/issues/22,,,,0.0,,0.95,90.0,12.0,0.0,230.0,100.0,priority_execution_review,"Tarefa pontual identificada.; Remuneração explícita identificada.; Execução remota identificada.; Compatibilidade digital: script, cli, api, json, database, github, data, python","bounty, fix, implement, implementation, script, python, api, database, test, mcp, cli","script, cli, api, json, database, github, data, python, backend","rails, kubernetes"
github_paid_issues,autogpt-forge-0.2.0: 41 vulnerabilities (highest severity is: 10.0),rsoreq-mend/AutoGPT,https://github.com/rsoreq-mend/AutoGPT/issues/18,,,,0.0,,0.95,90.0,12.0,0.0,230.0,100.0,priority_execution_review,"Tarefa pontual identificada.; Remuneração explícita identificada.; Execução remota identificada.; Compatibilidade digital: script, cli, api, json, database, github, data, python","bounty, fix, implement, implementation, script, python, api, database, test, mcp, cli","script, cli, api, json, database, github, data, python, backend","rails, kubernetes"
github_paid_issues,litellm-0.7.5-py3-none-any.whl: 30 vulnerabilities (highest severity is: 10.0),Yuliya65/AutoAgents,https://github.com/Yuliya65/AutoAgents/issues/13,,,,0.0,,0.95,90.0,8.9,0.0,212.0,100.0,priority_execution_review,"Tarefa pontual identificada.; Remuneração explícita identificada.; Execução remota identificada.; Compatibilidade digital: script, cli, api, json, database, github, data, python","bounty, fix, script, python, api, database, test, mcp, workflow, cli","script, cli, api, json, database, github, data, python",rails
github_paid_issues,transformers-4.30.2-py3-none-any.whl: 29 vulnerabilities (highest severity is: 9.6) reachable,amaybaum-prod/stable-diffusion-webui,https://github.com/amaybaum-prod/stable-diffusion-webui/issues/1,,,,0.0,,0.95,90.0,4.0,0.0,196.0,100.0,priority_execution_review,"Tarefa pontual identificada.; Remuneração explícita identificada.; Execução remota identificada.; Compatibilidade digital: script, cli, api, json, database, github, data, python","bounty, fix, implement, implementation, script, python, api, database, cli","script, cli, api, json, database, github, data, python",
github_paid_issues,Roadmap: v30.1.1 core safety and hardening release,Blackcoin-Dev/Blackcoin,https://github.com/Blackcoin-Dev/Blackcoin/issues/8,,,,0.0,,0.95,90.0,8.0,0.0,246.0,100.0,priority_execution_review,"Tarefa pontual identificada.; Remuneração explícita identificada.; Execução remota identificada.; Compatibilidade digital: windows, script, cli, api, github, data, documentation, integration","bounty, reward, fix, implement, implementation, script, api, integration, documentation, test, pull request, cli","windows, script, cli, api, github, data, documentation, integration",cryptography
github_paid_issues,Feature: Add Interactive Dashboard UI for Job Review in Assessment Workflow,pluto-atom-4/ats-showcase,https://github.com/pluto-atom-4/ats-showcase/issues/137,,,,0.0,,0.95,90.0,4.0,0.0,330.0,100.0,priority_execution_review,"Tarefa pontual identificada.; Remuneração explícita identificada.; Execução remota identificada.; Compatibilidade digital: windows, script, cli, api, json, github, data, documentation","bounty, bug, fix, implement, implementation, script, python, api, integration, data processing, documentation, testing","windows, script, cli, api, json, github, data, documentation, testing, python, integration",
github_paid_issues,Add conversation transcript ingestion and provenance-backed memory extraction,dwovitz/memory-mcp,https://github.com/dwovitz/memory-mcp/issues/16,,,,0.0,,0.95,90.0,4.0,0.0,248.0,100.0,priority_execution_review,"Tarefa pontual identificada.; Remuneração explícita identificada.; Execução remota identificada.; Compatibilidade digital: script, cli, api, sql, github, data, documentation, backend","bounty, implement, implementation, script, api, sql, documentation, github issue, mcp, agent, workflow, cli","script, cli, api, sql, github, data, documentation, backend",
github_paid_issues,Decision: Select the Keiko Native desktop host and renderer baseline,oscharko-dev/Keiko-Native,https://github.com/oscharko-dev/Keiko-Native/issues/9,,,,0.0,,1.0,90.0,8.0,0.0,266.0,100.0,priority_execution_review,"Tarefa pontual identificada.; Remuneração explícita identificada.; Execução remota identificada.; Compatibilidade digital: windows, script, automation, cli, json, github, data, documentation","bounty, fix, implement, implementation, script, automation, integration, documentation, testing, test, pull request, agent","windows, script, automation, cli, json, github, data, documentation, testing, backend, integration",ios
github_paid_issues,Improve conversational quality,Kayhusk/cadre-ai-chatbot,https://github.com/Kayhusk/cadre-ai-chatbot/issues/11,,,,0.0,,0.95,90.0,4.0,0.0,164.0,100.0,priority_execution_review,"Tarefa pontual identificada.; Remuneração explícita identificada.; Execução remota identificada.; Compatibilidade digital: script, cli, api, github, data, documentation","bounty, fix, implement, script, api, documentation, test, cli","script, cli, api, github, data, documentation",
github_paid_issues,Add Engagement Triggered Automation,genfeedai/genfeed.ai,https://github.com/genfeedai/genfeed.ai/issues/1170,,,,0.0,,1.0,90.0,4.0,0.0,188.0,100.0,priority_execution_review,"Tarefa pontual identificada.; Remuneração explícita identificada.; Execução remota identificada.; Compatibilidade digital: automation, api, github, documentation, integration","bounty, automation, api, integration, documentation, test, mcp, agent, workflow","automation, api, github, documentation, integration",
github_paid_issues,Redesign receipt layout and add durable Pickup Numbers,ddannyc/table-order,https://github.com/ddannyc/table-order/issues/15,,,,0.0,,0.95,90.0,4.0,0.0,256.0,100.0,priority_execution_review,"Tarefa pontual identificada.; Remuneração explícita identificada.; Execução remota identificada.; Compatibilidade digital: cli, api, database, sql, data, testing, backend, integration","bounty, fix, implement, implementation, api, integration, database, sql, testing, test, agent, workflow","cli, api, database, sql, data, testing, backend, integration",
github_paid_issues,"Epic: Quality-Based Narrative meta-loop (StoryNexus-style storylets, run-fact-driven)",lmorchard/starnet,https://github.com/lmorchard/starnet/issues/315,,,,0.0,,0.95,90.0,4.0,0.0,182.0,100.0,priority_execution_review,"Tarefa pontual identificada.; Remuneração explícita identificada.; Execução remota identificada.; Compatibilidade digital: script, cli, json, database, data, testing","bounty, bug, implement, implementation, script, database, testing, test, cli","script, cli, json, database, data, testing",
github_paid_issues,[Feature]: Background Task Output Distillation + Non-Destructive Recovery,code-yeongyu/oh-my-openagent,https://github.com/code-yeongyu/oh-my-openagent/issues/1734,,,,0.0,,0.95,90.0,4.0,0.0,190.0,100.0,priority_execution_review,"Tarefa pontual identificada.; Remuneração explícita identificada.; Execução remota identificada.; Compatibilidade digital: script, cli, api, json, github, data","bounty, bug, fix, implement, script, api, agent, workflow, cli","script, cli, api, json, github, data",
github_paid_issues,"Subagent recovery after MAX_TURNS is reported as GOAL success, hiding interruption",google-gemini/gemini-cli,https://github.com/google-gemini/gemini-cli/issues/22323,,,,0.0,,1.0,90.0,4.0,0.0,230.0,100.0,priority_execution_review,"Tarefa pontual identificada.; Remuneração explícita identificada.; Execução remota identificada.; Compatibilidade digital: powershell, windows, cli, json, data, testing, integration","bounty, bug, implement, implementation, powershell, integration, testing, test, mcp, agent, cli","powershell, windows, cli, json, data, testing, integration",
github_paid_issues,"[BUG] Browser Agent ignores settings.json overrides (e.g., maxTurns)",google-gemini/gemini-cli,https://github.com/google-gemini/gemini-cli/issues/22267,,,,0.0,,0.95,90.0,4.0,0.0,164.0,100.0,priority_execution_review,"Tarefa pontual identificada.; Remuneração explícita identificada.; Execução remota identificada.; Compatibilidade digital: script, cli, json, testing","bounty, bug, fix, script, testing, test, agent, cli","script, cli, json, testing",
github_paid_issues,Gemini does not use skills and sub-agents enough,google-gemini/gemini-cli,https://github.com/google-gemini/gemini-cli/issues/21968,,,,0.0,,0.95,90.0,4.0,0.0,206.0,100.0,priority_execution_review,"Tarefa pontual identificada.; Remuneração explícita identificada.; Execução remota identificada.; Compatibilidade digital: script, cli, testing, integration","bounty, bug, implement, script, integration, testing, test, mcp, agent, cli","script, cli, testing, integration",
github_paid_issues,Infra: Build and Tag Docker for PR's,google-gemini/gemini-cli,https://github.com/google-gemini/gemini-cli/issues/3716,,,,0.0,,0.95,90.0,4.0,0.0,218.0,100.0,priority_execution_review,"Tarefa pontual identificada.; Remuneração explícita identificada.; Execução remota identificada.; Compatibilidade digital: script, cli, github, documentation, testing","bounty, bug, implement, implementation, script, documentation, testing, test, pull request, workflow, cli","script, cli, github, documentation, testing",
github_paid_issues,[Bug bounty] monk-agent launcher routes localhost health checks through configured proxy,monk-io/monk-plugin,https://github.com/monk-io/monk-plugin/issues/8,,,,0.0,,0.9,90.0,4.0,0.0,164.0,99.92,priority_execution_review,"Tarefa pontual identificada.; Remuneração explícita identificada.; Execução remota identificada.; Compatibilidade digital: cli, integration","bounty, bug, fix, integration, test, mcp, agent, cli","cli, integration",
