id,title,source_name,category,url,reward_amount,reward_currency,eligibility_status,eligibility_reason,international_eligibility,individual_eligibility,registration_required,technical_difficulty,estimated_hours,time_to_revenue_days,success_probability,expected_value_usd,effort_adjusted_score,human_approval_required
92,NIH Research Software Engineer (RSE) Award (R50 Clinical Trials Not Allowed),Grants.gov API,grant,https://www.grants.gov/search-results-detail/355439,,USD,manual_eligibility_review,"Elegibilidade internacional não pôde ser confirmada.; Candidatura individual não foi confirmada.; Cadastro institucional, Grants.gov, SAM.gov ou UEI pode ser obrigatório.; A oportunidade aparenta exigir capacidade institucional ou científica.",unknown,not_confirmed,1,very_high,140.0,240,0.0105,0.0,0.0,1
93,Investigator Initiated Innovation in Computational Genomics and Data Science (R01 Clinical Trial Not Allowed),Grants.gov API,grant,https://www.grants.gov/search-results-detail/357194,,USD,manual_eligibility_review,"Elegibilidade internacional não pôde ser confirmada.; Candidatura individual não foi confirmada.; Cadastro institucional, Grants.gov, SAM.gov ou UEI pode ser obrigatório.; A oportunidade aparenta exigir capacidade institucional ou científica.",unknown,not_confirmed,1,very_high,140.0,240,0.0105,0.0,0.0,1
94,Investigator Initiated Innovation in Computational Genomics and Data Science (R21 Clinical Trial Not Allowed),Grants.gov API,grant,https://www.grants.gov/search-results-detail/357195,,USD,manual_eligibility_review,"Elegibilidade internacional não pôde ser confirmada.; Candidatura individual não foi confirmada.; Cadastro institucional, Grants.gov, SAM.gov ou UEI pode ser obrigatório.; A oportunidade aparenta exigir capacidade institucional ou científica.",unknown,not_confirmed,1,very_high,140.0,240,0.0105,0.0,0.0,1
126,"DoW Military Burn, Technology/Therapeutic Development Award",Grants.gov API,grant,https://www.grants.gov/search-results-detail/362252,,USD,manual_eligibility_review,"Elegibilidade internacional não pôde ser confirmada.; Candidatura individual não foi confirmada.; Cadastro institucional, Grants.gov, SAM.gov ou UEI pode ser obrigatório.; A oportunidade aparenta exigir capacidade institucional ou científica.",unknown,not_confirmed,1,very_high,140.0,240,0.0105,0.0,0.0,1
202,FY25 Long Range Broad Agency Announcement (BAA) for Navy and Marine Corps Science and Technology,Grants.gov API,grant,https://www.grants.gov/search-results-detail/356605,,USD,manual_eligibility_review,"Elegibilidade internacional não pôde ser confirmada.; Candidatura individual não foi confirmada.; Cadastro institucional, Grants.gov, SAM.gov ou UEI pode ser obrigatório.; A oportunidade aparenta exigir capacidade institucional ou científica.",unknown,not_confirmed,1,very_high,140.0,240,0.0105,0.0,0.0,1
211,"NIH, CDC and FDA Small Business Innovation Research Grant (Parent SBIR [R43/R44] Clinical Trial Optional)",Grants.gov API,grant,https://www.grants.gov/search-results-detail/359671,,USD,manual_eligibility_review,"Elegibilidade internacional não pôde ser confirmada.; Candidatura individual não foi confirmada.; Cadastro institucional, Grants.gov, SAM.gov ou UEI pode ser obrigatório.; A oportunidade aparenta exigir capacidade institucional ou científica.",unknown,not_confirmed,1,very_high,140.0,240,0.0105,0.0,0.0,1
213,NIH Small Business Innovation Research (SBIR) Phase IIB Strategic Breakthrough Award (Parent [R44] Clinical Trial Optional),Grants.gov API,grant,https://www.grants.gov/search-results-detail/359758,,USD,manual_eligibility_review,"Elegibilidade internacional não pôde ser confirmada.; Candidatura individual não foi confirmada.; Cadastro institucional, Grants.gov, SAM.gov ou UEI pode ser obrigatório.; A oportunidade aparenta exigir capacidade institucional ou científica.",unknown,not_confirmed,1,very_high,140.0,240,0.0105,0.0,0.0,1
216,NIH Small Business Technology Transfer Grant (Parent STTR [R41/R42] Clinical Trial Optional),Grants.gov API,grant,https://www.grants.gov/search-results-detail/359757,,USD,manual_eligibility_review,"Elegibilidade internacional não pôde ser confirmada.; Candidatura individual não foi confirmada.; Cadastro institucional, Grants.gov, SAM.gov ou UEI pode ser obrigatório.; A oportunidade aparenta exigir capacidade institucional ou científica.",unknown,not_confirmed,1,very_high,140.0,240,0.0105,0.0,0.0,1
233,"NSF Scholarships in Science, Technology, Engineering, and Mathematics Program",Grants.gov API,grant,https://www.grants.gov/search-results-detail/357498,,USD,manual_eligibility_review,"Elegibilidade internacional não pôde ser confirmada.; Candidatura individual não foi confirmada.; Cadastro institucional, Grants.gov, SAM.gov ou UEI pode ser obrigatório.; A oportunidade aparenta exigir capacidade institucional ou científica.",unknown,not_confirmed,1,very_high,140.0,240,0.0105,0.0,0.0,1
3,Freedom250 Advancing U.S. Artificial Intelligence Leadership in Algeria,Grants.gov API,grant,https://www.grants.gov/search-results-detail/363121,,USD,manual_eligibility_review,"Elegibilidade internacional não pôde ser confirmada.; Candidatura individual não foi confirmada.; Cadastro institucional, Grants.gov, SAM.gov ou UEI pode ser obrigatório.",unknown,not_confirmed,1,very_high,100.0,240,0.015,0.0,0.0,1
10,"Prosperity through Partnership: Catalyzing U.S.-Algerian Collaboration in Innovation, Commerce and English Language",Grants.gov API,grant,https://www.grants.gov/search-results-detail/362903,,USD,manual_eligibility_review,"Elegibilidade internacional não pôde ser confirmada.; Candidatura individual não foi confirmada.; Cadastro institucional, Grants.gov, SAM.gov ou UEI pode ser obrigatório.",unknown,not_confirmed,1,very_high,100.0,240,0.015,0.0,0.0,1
69,EARLY STAGE INNOVATIONS (ESI26),Grants.gov API,grant,https://www.grants.gov/search-results-detail/363066,,USD,manual_eligibility_review,"Elegibilidade internacional não pôde ser confirmada.; Candidatura individual não foi confirmada.; Cadastro institucional, Grants.gov, SAM.gov ou UEI pode ser obrigatório.",unknown,not_confirmed,1,very_high,100.0,240,0.015,0.0,0.0,1
107,FY 2026 CN Technology Innovation Grant for Child and Adult Care Food Program Integrity,Grants.gov API,grant,https://www.grants.gov/search-results-detail/362971,,USD,manual_eligibility_review,"Elegibilidade internacional não pôde ser confirmada.; Candidatura individual não foi confirmada.; Cadastro institucional, Grants.gov, SAM.gov ou UEI pode ser obrigatório.",unknown,not_confirmed,1,very_high,100.0,240,0.015,0.0,0.0,1
130,"DoW Peer Reviewed Medical, Technology/Therapeutic Development Award",Grants.gov API,grant,https://www.grants.gov/search-results-detail/362337,,USD,manual_eligibility_review,"Elegibilidade internacional não pôde ser confirmada.; Candidatura individual não foi confirmada.; Cadastro institucional, Grants.gov, SAM.gov ou UEI pode ser obrigatório.",unknown,not_confirmed,1,very_high,100.0,240,0.015,0.0,0.0,1
134,National Cybersecurity Preparedness Consortium,Grants.gov API,grant,https://www.grants.gov/search-results-detail/363010,,USD,manual_eligibility_review,"Elegibilidade internacional não pôde ser confirmada.; Candidatura individual não foi confirmada.; Cadastro institucional, Grants.gov, SAM.gov ou UEI pode ser obrigatório.",unknown,not_confirmed,1,very_high,100.0,240,0.015,0.0,0.0,1
145,Centers of Research Excellence in Science and Technology - Research Infrastructure for Science and Engineering,Grants.gov API,grant,https://www.grants.gov/search-results-detail/359061,,USD,manual_eligibility_review,"Elegibilidade internacional não pôde ser confirmada.; Candidatura individual não foi confirmada.; Cadastro institucional, Grants.gov, SAM.gov ou UEI pode ser obrigatório.; A oportunidade aparenta exigir capacidade institucional ou científica.",unknown,not_confirmed,1,very_high,140.0,240,0.0105,0.0,0.0,1
192,"Space Technology Research, Development, Demonstration, and Infusion (SpaceTech REDDI-2026)",Grants.gov API,grant,https://www.grants.gov/search-results-detail/360954,,USD,manual_eligibility_review,"Elegibilidade internacional não pôde ser confirmada.; Candidatura individual não foi confirmada.; Cadastro institucional, Grants.gov, SAM.gov ou UEI pode ser obrigatório.; A oportunidade aparenta exigir capacidade institucional ou científica.",unknown,not_confirmed,1,very_high,140.0,240,0.0105,0.0,0.0,1
212,"Small Business Innovation Research / Small Business Technology Transfer Phase I, Phase II, Fast-Track Programs (SBIR/STTR): A Pilot Emphasis on Scientific Instrumentation.",Grants.gov API,grant,https://www.grants.gov/search-results-detail/362551,,USD,manual_eligibility_review,"Elegibilidade internacional não pôde ser confirmada.; Candidatura individual não foi confirmada.; Cadastro institucional, Grants.gov, SAM.gov ou UEI pode ser obrigatório.; A oportunidade aparenta exigir capacidade institucional ou científica.",unknown,not_confirmed,1,very_high,140.0,240,0.0105,0.0,0.0,1
215,EONS 2018: Appendix E Minority University Research and Education Project (MUREP) for Sustainability and Innovation Collaborative &ndash; (MUSIC),Grants.gov API,grant,https://www.grants.gov/search-results-detail/300997,,USD,manual_eligibility_review,"Elegibilidade internacional não pôde ser confirmada.; Candidatura individual não foi confirmada.; Cadastro institucional, Grants.gov, SAM.gov ou UEI pode ser obrigatório.; A oportunidade aparenta exigir capacidade institucional ou científica.",unknown,not_confirmed,1,very_high,140.0,240,0.0105,0.0,0.0,1
234,NSF National Innovation Corps Teams (NSF National I-Corps (TM) Teams) program,Grants.gov API,grant,https://www.grants.gov/search-results-detail/360664,,USD,manual_eligibility_review,"Elegibilidade internacional não pôde ser confirmada.; Candidatura individual não foi confirmada.; Cadastro institucional, Grants.gov, SAM.gov ou UEI pode ser obrigatório.; A oportunidade aparenta exigir capacidade institucional ou científica.",unknown,not_confirmed,1,very_high,140.0,240,0.0105,0.0,0.0,1
13,Postdoctoral Research Fellowships in Biology,Grants.gov API,grant,https://www.grants.gov/search-results-detail/361249,,USD,manual_eligibility_review,"Elegibilidade internacional não pôde ser confirmada.; Candidatura individual não foi confirmada.; Cadastro institucional, Grants.gov, SAM.gov ou UEI pode ser obrigatório.; A oportunidade aparenta exigir capacidade institucional ou científica.",unknown,not_confirmed,1,very_high,140.0,240,0.0105,0.0,0.0,1
14,National Science Foundation Fostering Interdisciplinary Networks to Develop Emergent and Responsive Solutions Foundry,Grants.gov API,grant,https://www.grants.gov/search-results-detail/361604,,USD,manual_eligibility_review,"Elegibilidade internacional não pôde ser confirmada.; Candidatura individual não foi confirmada.; Cadastro institucional, Grants.gov, SAM.gov ou UEI pode ser obrigatório.; A oportunidade aparenta exigir capacidade institucional ou científica.",unknown,not_confirmed,1,very_high,140.0,240,0.0105,0.0,0.0,1
19,UNITED STATES MILITARY ACADEMY Broad Agency Announcement,Grants.gov API,grant,https://www.grants.gov/search-results-detail/325932,,USD,manual_eligibility_review,"Elegibilidade internacional não pôde ser confirmada.; Candidatura individual não foi confirmada.; Cadastro institucional, Grants.gov, SAM.gov ou UEI pode ser obrigatório.; A oportunidade aparenta exigir capacidade institucional ou científica.",unknown,not_confirmed,1,very_high,140.0,240,0.0105,0.0,0.0,1
20,Measurement Science and Engineering (MSE) Research Grant Programs,Grants.gov API,grant,https://www.grants.gov/search-results-detail/358955,,USD,manual_eligibility_review,"Elegibilidade internacional não pôde ser confirmada.; Candidatura individual não foi confirmada.; Cadastro institucional, Grants.gov, SAM.gov ou UEI pode ser obrigatório.; A oportunidade aparenta exigir capacidade institucional ou científica.",unknown,not_confirmed,1,very_high,140.0,240,0.0105,0.0,0.0,1
22,The Genesis Mission: Transforming Science and Energy with AI,Grants.gov API,grant,https://www.grants.gov/search-results-detail/361526,,USD,manual_eligibility_review,"Elegibilidade internacional não pôde ser confirmada.; Candidatura individual não foi confirmada.; Cadastro institucional, Grants.gov, SAM.gov ou UEI pode ser obrigatório.; A oportunidade aparenta exigir capacidade institucional ou científica.",unknown,not_confirmed,1,very_high,140.0,240,0.0105,0.0,0.0,1
24,"Advancing Bioinformatics, Translational Bioinformatics and Computational Biology Research (R01 Clinical Trial Optional)",Grants.gov API,grant,https://www.grants.gov/search-results-detail/359003,,USD,manual_eligibility_review,"Elegibilidade internacional não pôde ser confirmada.; Candidatura individual não foi confirmada.; Cadastro institucional, Grants.gov, SAM.gov ou UEI pode ser obrigatório.; A oportunidade aparenta exigir capacidade institucional ou científica.",unknown,not_confirmed,1,very_high,140.0,240,0.0105,0.0,0.0,1
26,"Model-to-Clinic (M2C) for Precision Medicine with AI: Integrating Imaging with Multimodal Data (PRIMED-AI) (UG3/UH3, Clinical Trial Optional)",Grants.gov API,grant,https://www.grants.gov/search-results-detail/359666,,USD,manual_eligibility_review,"Elegibilidade internacional não pôde ser confirmada.; Candidatura individual não foi confirmada.; Cadastro institucional, Grants.gov, SAM.gov ou UEI pode ser obrigatório.",unknown,not_confirmed,1,very_high,100.0,240,0.015,0.0,0.0,1
27,"Community Engagement Evaluation and Data Coordination (CEED) Hub to Advance Data and Practice Transformation for Optimizing Oral Health for All (U01, Clinical Trial Not Allowed)",Grants.gov API,grant,https://www.grants.gov/search-results-detail/359123,,USD,manual_eligibility_review,"Elegibilidade internacional não pôde ser confirmada.; Candidatura individual não foi confirmada.; Cadastro institucional, Grants.gov, SAM.gov ou UEI pode ser obrigatório.; A oportunidade aparenta exigir capacidade institucional ou científica.",unknown,not_confirmed,1,very_high,140.0,240,0.0105,0.0,0.0,1
28,PRIMED-AI: Data-to-Model Academic-Industrial Partnerships (D2M-AIP) for Precision Medicine with AI: Integrating Imaging with Multimodal Data (UG3/UH3 Clinical Trial Optional),Grants.gov API,grant,https://www.grants.gov/search-results-detail/359270,,USD,manual_eligibility_review,"Elegibilidade internacional não pôde ser confirmada.; Candidatura individual não foi confirmada.; Cadastro institucional, Grants.gov, SAM.gov ou UEI pode ser obrigatório.",unknown,not_confirmed,1,very_high,100.0,240,0.015,0.0,0.0,1
29,Community-Based Participatory Research to Advance Data and Practice Transformation (ADAPT) for Optimizing Oral Health for All (UG3/UH3 Clinical Trial Optional),Grants.gov API,grant,https://www.grants.gov/search-results-detail/358864,,USD,manual_eligibility_review,"Elegibilidade internacional não pôde ser confirmada.; Candidatura individual não foi confirmada.; Cadastro institucional, Grants.gov, SAM.gov ou UEI pode ser obrigatório.; A oportunidade aparenta exigir capacidade institucional ou científica.",unknown,not_confirmed,1,very_high,140.0,240,0.0105,0.0,0.0,1
30,Single Source Competition: Continuation of the Cardiovascular Repository for Type 1 Diabetes (CaRe-T1D) - Resource Center (U24 Clinical Trial Not Allowed),Grants.gov API,grant,https://www.grants.gov/search-results-detail/361035,,USD,manual_eligibility_review,"Elegibilidade internacional não pôde ser confirmada.; Candidatura individual não foi confirmada.; Cadastro institucional, Grants.gov, SAM.gov ou UEI pode ser obrigatório.",unknown,not_confirmed,1,very_high,100.0,240,0.015,0.0,0.0,1
33,"DoW Prostate Cancer, Data Science Award",Grants.gov API,grant,https://www.grants.gov/search-results-detail/362259,,USD,manual_eligibility_review,"Elegibilidade internacional não pôde ser confirmada.; Candidatura individual não foi confirmada.; Cadastro institucional, Grants.gov, SAM.gov ou UEI pode ser obrigatório.; A oportunidade aparenta exigir capacidade institucional ou científica.",unknown,not_confirmed,1,very_high,140.0,240,0.0105,0.0,0.0,1
35,Novel Experiential Technologies Assisting Individual Learning (NExT AI) Hubs (P20 Clinical Trial Optional),Grants.gov API,grant,https://www.grants.gov/search-results-detail/359949,,USD,manual_eligibility_review,"Elegibilidade internacional não pôde ser confirmada.; Candidatura individual não foi confirmada.; Cadastro institucional, Grants.gov, SAM.gov ou UEI pode ser obrigatório.",unknown,not_confirmed,1,very_high,100.0,240,0.015,0.0,0.0,1
42,Tribal Colleges Research Grants Program,Grants.gov API,grant,https://www.grants.gov/search-results-detail/362029,,USD,manual_eligibility_review,"Elegibilidade internacional não pôde ser confirmada.; Candidatura individual não foi confirmada.; Cadastro institucional, Grants.gov, SAM.gov ou UEI pode ser obrigatório.; A oportunidade aparenta exigir capacidade institucional ou científica.",unknown,not_confirmed,1,very_high,140.0,240,0.0105,0.0,0.0,1
43,The 2027 YSEALI Regional Workshop: Securing Supply Chains,Grants.gov API,grant,https://www.grants.gov/search-results-detail/362900,,USD,manual_eligibility_review,"Elegibilidade internacional não pôde ser confirmada.; Candidatura individual não foi confirmada.; Cadastro institucional, Grants.gov, SAM.gov ou UEI pode ser obrigatório.",unknown,not_confirmed,1,very_high,100.0,240,0.015,0.0,0.0,1
65,Pathways to Enable Secure Open-Source Ecosystems,Grants.gov API,grant,https://www.grants.gov/search-results-detail/361333,,USD,manual_eligibility_review,"Elegibilidade internacional não pôde ser confirmada.; Candidatura individual não foi confirmada.; Cadastro institucional, Grants.gov, SAM.gov ou UEI pode ser obrigatório.",unknown,not_confirmed,1,very_high,100.0,240,0.015,0.0,0.0,1
77,SEEDING CRITICAL ADVANCES FOR LEADING ENERGY TECHNOLOGIES WITH UNTAPPED POTENTIAL (SCALEUP) READY,Grants.gov API,grant,https://www.grants.gov/search-results-detail/356623,,USD,manual_eligibility_review,"Elegibilidade internacional não pôde ser confirmada.; Candidatura individual não foi confirmada.; Cadastro institucional, Grants.gov, SAM.gov ou UEI pode ser obrigatório.",unknown,not_confirmed,1,very_high,100.0,240,0.015,0.0,0.0,1
81,Tribal Colleges and Universities Program,Grants.gov API,grant,https://www.grants.gov/search-results-detail/334326,,USD,manual_eligibility_review,"Elegibilidade internacional não pôde ser confirmada.; Candidatura individual não foi confirmada.; Cadastro institucional, Grants.gov, SAM.gov ou UEI pode ser obrigatório.",unknown,not_confirmed,1,very_high,100.0,240,0.015,0.0,0.0,1
89,EDU Core Research,Grants.gov API,grant,https://www.grants.gov/search-results-detail/362422,,USD,manual_eligibility_review,"Elegibilidade internacional não pôde ser confirmada.; Candidatura individual não foi confirmada.; Cadastro institucional, Grants.gov, SAM.gov ou UEI pode ser obrigatório.; A oportunidade aparenta exigir capacidade institucional ou científica.",unknown,not_confirmed,1,very_high,140.0,240,0.0105,0.0,0.0,1
96,Advanced Technologies and Instrumentation for the Astronomical Sciences,Grants.gov API,grant,https://www.grants.gov/search-results-detail/343166,,USD,manual_eligibility_review,"Elegibilidade internacional não pôde ser confirmada.; Candidatura individual não foi confirmada.; Cadastro institucional, Grants.gov, SAM.gov ou UEI pode ser obrigatório.; A oportunidade aparenta exigir capacidade institucional ou científica.",unknown,not_confirmed,1,very_high,140.0,240,0.0105,0.0,0.0,1
103,Mid-scale Research Infrastructure-1,Grants.gov API,grant,https://www.grants.gov/search-results-detail/356129,,USD,manual_eligibility_review,"Elegibilidade internacional não pôde ser confirmada.; Candidatura individual não foi confirmada.; Cadastro institucional, Grants.gov, SAM.gov ou UEI pode ser obrigatório.; A oportunidade aparenta exigir capacidade institucional ou científica.",unknown,not_confirmed,1,very_high,140.0,240,0.0105,0.0,0.0,1
104,Findable Accessible Interoperable Reusable Open Science,Grants.gov API,grant,https://www.grants.gov/search-results-detail/358036,,USD,manual_eligibility_review,"Elegibilidade internacional não pôde ser confirmada.; Candidatura individual não foi confirmada.; Cadastro institucional, Grants.gov, SAM.gov ou UEI pode ser obrigatório.; A oportunidade aparenta exigir capacidade institucional ou científica.",unknown,not_confirmed,1,very_high,140.0,240,0.0105,0.0,0.0,1
105,Neuromodulation/Neurostimulation Device Development for Mental Health Applications (R21 Clinical Trial Not Allowed),Grants.gov API,grant,https://www.grants.gov/search-results-detail/357308,,USD,manual_eligibility_review,"Elegibilidade internacional não pôde ser confirmada.; Candidatura individual não foi confirmada.; Cadastro institucional, Grants.gov, SAM.gov ou UEI pode ser obrigatório.",unknown,not_confirmed,1,very_high,100.0,240,0.015,0.0,0.0,1
106,Neuromodulation/Neurostimulation Device Development for Mental Health Applications (R01 Clinical Trial Not Allowed),Grants.gov API,grant,https://www.grants.gov/search-results-detail/357309,,USD,manual_eligibility_review,"Elegibilidade internacional não pôde ser confirmada.; Candidatura individual não foi confirmada.; Cadastro institucional, Grants.gov, SAM.gov ou UEI pode ser obrigatório.",unknown,not_confirmed,1,very_high,100.0,240,0.015,0.0,0.0,1
