source,platform,task_title,description,url,country,language,currency,payment_type,reward,estimated_hours,required_skills,execution_probability,payment_probability,receipt_probability,competition_score,expected_roi,repeatability,requires_human_action,status,discovered_at,last_checked,discovery_score,promotion_score,promotion_status,promotion_reason
GitHub,GitHub,Add a machine-readable (JSON) audit-trail export endpoint,https://github.com/LiftedHoldings/lifted-sign/issues/22,https://github.com/LiftedHoldings/lifted-sign/issues/22,global,unknown,unknown,unknown,,,,,,,,,,true,discovered,2026-07-17T19:43:31.867143+00:00,2026-07-17T19:43:31.867143+00:00,,,,
GitHub,GitHub,Docs: add a troubleshooting / first-run FAQ page,https://github.com/LiftedHoldings/lifted-sign/issues/21,https://github.com/LiftedHoldings/lifted-sign/issues/21,global,unknown,unknown,unknown,,,,,,,,,,true,discovered,2026-07-17T19:43:31.867143+00:00,2026-07-17T19:43:31.867143+00:00,,,,
GitHub,GitHub,SDKs: add methods for the webhook + template management endpoints,https://github.com/LiftedHoldings/lifted-sign/issues/19,https://github.com/LiftedHoldings/lifted-sign/issues/19,global,unknown,unknown,unknown,,,,,,,,,,true,discovered,2026-07-17T19:43:31.867143+00:00,2026-07-17T19:43:31.867143+00:00,,,,
GitHub,GitHub,SDKs: retry with backoff on 429 / transient 5xx,https://github.com/LiftedHoldings/lifted-sign/issues/18,https://github.com/LiftedHoldings/lifted-sign/issues/18,global,unknown,unknown,unknown,,,,,,,,,,true,discovered,2026-07-17T19:43:31.867143+00:00,2026-07-17T19:43:31.867143+00:00,,,,
GitHub,GitHub,SDKs: add a webhook signature-verification helper,https://github.com/LiftedHoldings/lifted-sign/issues/17,https://github.com/LiftedHoldings/lifted-sign/issues/17,global,unknown,unknown,unknown,,,,,,,,,,true,discovered,2026-07-17T19:43:31.867143+00:00,2026-07-17T19:43:31.867143+00:00,,,,
GitHub,GitHub,feat: add CSS Spring Physics Tooltip for Cyberpunk Neon Layouts #46290,https://github.com/SAPTARSHI-coder/EaseMotion-css/pull/49455,https://github.com/SAPTARSHI-coder/EaseMotion-css/pull/49455,global,unknown,unknown,unknown,,,,,,,,,,true,discovered,2026-07-17T19:43:31.868143+00:00,2026-07-17T19:43:31.868143+00:00,,,,
GitHub,GitHub,Add repeatable Azure Container Apps deployment,https://github.com/ilia-sokolov/OfficeAgent.NET/issues/4,https://github.com/ilia-sokolov/OfficeAgent.NET/issues/4,global,unknown,unknown,unknown,,,,,,,,,,true,discovered,2026-07-17T19:43:31.868143+00:00,2026-07-17T19:43:31.868143+00:00,,,,
GitHub,GitHub,Feedback Wanted - help test the v3 Release Candidate!,https://github.com/Boeing/config-file-validator/issues/551,https://github.com/Boeing/config-file-validator/issues/551,global,unknown,unknown,unknown,,,,,,,,,,true,discovered,2026-07-17T19:43:32.513030+00:00,2026-07-17T19:43:32.513030+00:00,,,,
GitHub,GitHub,Add reusable Copy Code button component (copy-code-btn-hr18),https://github.com/SAPTARSHI-coder/EaseMotion-css/pull/49461,https://github.com/SAPTARSHI-coder/EaseMotion-css/pull/49461,global,unknown,unknown,unknown,,,,,,,,,,true,discovered,2026-07-17T19:43:32.513030+00:00,2026-07-17T19:43:32.513030+00:00,,,,
GitHub,GitHub,feat: add ease-robotics-dashboard submission,https://github.com/SAPTARSHI-coder/EaseMotion-css/pull/49460,https://github.com/SAPTARSHI-coder/EaseMotion-css/pull/49460,global,unknown,unknown,unknown,,,,,,,,,,true,discovered,2026-07-17T19:43:32.513030+00:00,2026-07-17T19:43:32.513030+00:00,,,,
GitHub,GitHub,fix(i18n): localize medicine schedule subpages (Fixes #2911),https://github.com/RatLoopz/sahidawa-india/pull/3717,https://github.com/RatLoopz/sahidawa-india/pull/3717,global,unknown,unknown,unknown,,,,,,,,,,true,discovered,2026-07-17T19:43:32.513030+00:00,2026-07-17T19:43:32.513030+00:00,,,,
GitHub,GitHub,perf: parallelize `probe_batch` / `probe_batch_cached` with Rayon,https://github.com/d-o-hub/chaotic_semantic_memory/issues/522,https://github.com/d-o-hub/chaotic_semantic_memory/issues/522,global,unknown,unknown,unknown,,,,,,,,,,true,discovered,2026-07-17T19:43:32.513030+00:00,2026-07-17T19:43:32.513030+00:00,,,,
GitHub,GitHub,Add Next.js App Router import placement pitfalls guide (ease-nextjs-i…,https://github.com/SAPTARSHI-coder/EaseMotion-css/pull/49459,https://github.com/SAPTARSHI-coder/EaseMotion-css/pull/49459,global,unknown,unknown,unknown,,,,,,,,,,true,discovered,2026-07-17T19:43:32.513030+00:00,2026-07-17T19:43:32.513030+00:00,,,,
GitHub,GitHub,[Good First Issue] 🗻 Add new Japan Fact 235 - Beginner-Friendly Open-source Contribution,https://github.com/lingdojo/kana-dojo/issues/24953,https://github.com/lingdojo/kana-dojo/issues/24953,global,unknown,unknown,unknown,,,,,,,,,,true,discovered,2026-07-17T19:43:32.513030+00:00,2026-07-17T19:43:32.513030+00:00,,,,
GitHub,GitHub,Tag/label tasks by repo or project and filter spend reports,https://github.com/voly-codes/voly/issues/9,https://github.com/voly-codes/voly/issues/9,global,unknown,unknown,unknown,,,,,,,,,,true,discovered,2026-07-17T19:43:32.513030+00:00,2026-07-17T19:43:32.513030+00:00,,,,
GitHub,GitHub,feat: add ease-robot-arm-simulator submission,https://github.com/SAPTARSHI-coder/EaseMotion-css/pull/49458,https://github.com/SAPTARSHI-coder/EaseMotion-css/pull/49458,global,unknown,unknown,unknown,,,,,,,,,,true,discovered,2026-07-17T19:43:32.513030+00:00,2026-07-17T19:43:32.513030+00:00,,,,
GitHub,GitHub,Replace 'Load More >>>' by overloaded 'Next >',https://github.com/JabRef/jabref/pull/16278,https://github.com/JabRef/jabref/pull/16278,global,unknown,unknown,unknown,,,,,,,,,,true,discovered,2026-07-17T19:43:32.513030+00:00,2026-07-17T19:43:32.513030+00:00,,,,
GitHub,GitHub,Record which engine produced the report in execution metadata,https://github.com/AndreaBozzo/dataprof/issues/434,https://github.com/AndreaBozzo/dataprof/issues/434,global,unknown,unknown,unknown,,,,,,,,,,true,discovered,2026-07-17T19:43:32.513030+00:00,2026-07-17T19:43:32.513030+00:00,,,,
GitHub,GitHub,Add a CLI regression test for WordPress post planning dispatch,https://github.com/yoldaolmak/Pictovap/issues/29,https://github.com/yoldaolmak/Pictovap/issues/29,global,unknown,unknown,unknown,,,,,,,,,,true,discovered,2026-07-17T19:43:32.513030+00:00,2026-07-17T19:43:32.513030+00:00,,,,
GitHub,GitHub,Add a WordPress Gutenberg planning example profile and walkthrough,https://github.com/yoldaolmak/Pictovap/issues/28,https://github.com/yoldaolmak/Pictovap/issues/28,global,unknown,unknown,unknown,,,,,,,,,,true,discovered,2026-07-17T19:43:32.513030+00:00,2026-07-17T19:43:32.513030+00:00,,,,
GitHub,GitHub,Return actionable WordPress read errors when a Gutenberg post cannot be fetched,https://github.com/yoldaolmak/Pictovap/issues/27,https://github.com/yoldaolmak/Pictovap/issues/27,global,unknown,unknown,unknown,,,,,,,,,,true,discovered,2026-07-17T19:43:32.513030+00:00,2026-07-17T19:43:32.513030+00:00,,,,
GitHub,GitHub,Define and test WordPress planning behaviour for posts without H2 headings,https://github.com/yoldaolmak/Pictovap/issues/26,https://github.com/yoldaolmak/Pictovap/issues/26,global,unknown,unknown,unknown,,,,,,,,,,true,discovered,2026-07-17T19:43:32.513030+00:00,2026-07-17T19:43:32.513030+00:00,,,,
GitHub,GitHub,Preserve inline-formatted Gutenberg heading text in placement targets,https://github.com/yoldaolmak/Pictovap/issues/25,https://github.com/yoldaolmak/Pictovap/issues/25,global,unknown,unknown,unknown,,,,,,,,,,true,discovered,2026-07-17T19:43:32.513030+00:00,2026-07-17T19:43:32.513030+00:00,,,,
GitHub,GitHub,Add a realistic Gutenberg blocks fixture for VisualBrief regression tests,https://github.com/yoldaolmak/Pictovap/issues/24,https://github.com/yoldaolmak/Pictovap/issues/24,global,unknown,unknown,unknown,,,,,,,,,,true,discovered,2026-07-17T19:43:32.513030+00:00,2026-07-17T19:43:32.513030+00:00,,,,
GitHub,GitHub,feat: add CSS Staggered Entrance Tooltip for Neumorphic Soft Layouts …,https://github.com/SAPTARSHI-coder/EaseMotion-css/pull/49457,https://github.com/SAPTARSHI-coder/EaseMotion-css/pull/49457,global,unknown,unknown,unknown,,,,,,,,,,true,discovered,2026-07-17T19:43:32.513030+00:00,2026-07-17T19:43:32.513030+00:00,,,,
GitHub,GitHub,feat(repo-card): show license badges on repository cards,https://github.com/Sanket-103-pvt/Git-Stats/pull/103,https://github.com/Sanket-103-pvt/Git-Stats/pull/103,global,unknown,unknown,unknown,,,,,,,,,,true,discovered,2026-07-17T19:43:32.513030+00:00,2026-07-17T19:43:32.513030+00:00,,,,
GitHub,GitHub,feat: add 3d perspective tilt tooltip submission,https://github.com/SAPTARSHI-coder/EaseMotion-css/pull/49456,https://github.com/SAPTARSHI-coder/EaseMotion-css/pull/49456,global,unknown,unknown,unknown,,,,,,,,,,true,discovered,2026-07-17T19:43:32.513030+00:00,2026-07-17T19:43:32.513030+00:00,,,,
GitHub,GitHub,[Good First Issue] 🪭 Add new Theme: Wasabi Punch - Beginner-Friendly Open-source Contribution,https://github.com/lingdojo/kana-dojo/issues/24952,https://github.com/lingdojo/kana-dojo/issues/24952,global,unknown,unknown,unknown,,,,,,,,,,true,discovered,2026-07-17T19:43:32.513030+00:00,2026-07-17T19:43:32.513030+00:00,,,,
GitHub,GitHub,Revise and expand documentation on approving workflow runs from forks,https://github.com/Sazwanend/firebase-android-sdk/pull/2,https://github.com/Sazwanend/firebase-android-sdk/pull/2,global,unknown,unknown,unknown,,,,,,,,,,true,discovered,2026-07-17T19:43:32.513030+00:00,2026-07-17T19:43:32.513030+00:00,,,,
GitHub,GitHub,Docs: document SIGN_BIND_HOST in the environment reference,https://github.com/LiftedHoldings/lifted-sign/issues/16,https://github.com/LiftedHoldings/lifted-sign/issues/16,global,unknown,unknown,unknown,,,,,,,,,,true,discovered,2026-07-17T19:43:32.513030+00:00,2026-07-17T19:43:32.513030+00:00,,,,
GitHub,GitHub,"Docs: document the operational probes (/healthz, /readyz, /version)",https://github.com/LiftedHoldings/lifted-sign/issues/15,https://github.com/LiftedHoldings/lifted-sign/issues/15,global,unknown,unknown,unknown,,,,,,,,,,true,discovered,2026-07-17T19:43:32.513030+00:00,2026-07-17T19:43:32.513030+00:00,,,,
GitHub,GitHub,Tests: add unit tests for pdf_redact.py,https://github.com/LiftedHoldings/lifted-sign/issues/14,https://github.com/LiftedHoldings/lifted-sign/issues/14,global,unknown,unknown,unknown,,,,,,,,,,true,discovered,2026-07-17T19:43:32.513030+00:00,2026-07-17T19:43:32.513030+00:00,,,,
GitHub,GitHub,Webhooks: emit an `envelope.reminded` event when a reminder is sent,https://github.com/LiftedHoldings/lifted-sign/issues/13,https://github.com/LiftedHoldings/lifted-sign/issues/13,global,unknown,unknown,unknown,,,,,,,,,,true,discovered,2026-07-17T19:43:32.513030+00:00,2026-07-17T19:43:32.513030+00:00,,,,
GitHub,GitHub,SDK: add a pagination iterator for the list endpoints,https://github.com/LiftedHoldings/lifted-sign/issues/12,https://github.com/LiftedHoldings/lifted-sign/issues/12,global,unknown,unknown,unknown,,,,,,,,,,true,discovered,2026-07-17T19:43:32.513030+00:00,2026-07-17T19:43:32.513030+00:00,,,,
GitHub,GitHub,Add runnable end-to-end example scripts (create → send → poll → download),https://github.com/LiftedHoldings/lifted-sign/issues/11,https://github.com/LiftedHoldings/lifted-sign/issues/11,global,unknown,unknown,unknown,,,,,,,,,,true,discovered,2026-07-17T19:43:32.513030+00:00,2026-07-17T19:43:32.513030+00:00,,,,
GitHub,GitHub,Node SDK: ship TypeScript type definitions (.d.ts) + package.json,https://github.com/LiftedHoldings/lifted-sign/issues/10,https://github.com/LiftedHoldings/lifted-sign/issues/10,global,unknown,unknown,unknown,,,,,,,,,,true,discovered,2026-07-17T19:43:32.513030+00:00,2026-07-17T19:43:32.513030+00:00,,,,
GitHub,GitHub,feat: add CSS Spring Physics Tooltip for Cyberpunk Neon Layouts #46290,https://github.com/SAPTARSHI-coder/EaseMotion-css/pull/49455,https://github.com/SAPTARSHI-coder/EaseMotion-css/pull/49455,global,unknown,unknown,unknown,,,,,,,,,,true,discovered,2026-07-17T19:43:32.513030+00:00,2026-07-17T19:43:32.513030+00:00,,,,
GitHub,GitHub,fix(memory-write): preserve provenance and reject failed updates (#770),https://github.com/moorcheh-ai/memanto/pull/1507,https://github.com/moorcheh-ai/memanto/pull/1507,global,unknown,unknown,unknown,,,,,,,,,,true,discovered,2026-07-17T19:43:33.112924+00:00,2026-07-17T19:43:33.112924+00:00,,,,
GitHub,GitHub,fix(ui): escape dynamic HTML in dashboard and memory views,https://github.com/moorcheh-ai/memanto/pull/1506,https://github.com/moorcheh-ai/memanto/pull/1506,global,unknown,unknown,unknown,,,,,,,,,,true,discovered,2026-07-17T19:43:33.112924+00:00,2026-07-17T19:43:33.112924+00:00,,,,
GitHub,GitHub,[2 USDC] Verify canonical settlement evidence,https://github.com/NSPG13/agent-bounties/issues/360,https://github.com/NSPG13/agent-bounties/issues/360,global,unknown,unknown,unknown,,,,,,,,,,true,discovered,2026-07-17T19:43:33.112924+00:00,2026-07-17T19:43:33.112924+00:00,,,,
GitHub,GitHub,[2 USDC] Select the safest funded bounty for an agent,https://github.com/NSPG13/agent-bounties/issues/359,https://github.com/NSPG13/agent-bounties/issues/359,global,unknown,unknown,unknown,,,,,,,,,,true,discovered,2026-07-17T19:43:33.112924+00:00,2026-07-17T19:43:33.112924+00:00,,,,
GitHub,GitHub,[2 USDC] Implement safe next action for agent claims,https://github.com/NSPG13/agent-bounties/issues/358,https://github.com/NSPG13/agent-bounties/issues/358,global,unknown,unknown,unknown,,,,,,,,,,true,discovered,2026-07-17T19:43:33.112924+00:00,2026-07-17T19:43:33.112924+00:00,,,,
GitHub,GitHub,fix: temporal filter silently returns all memories on malformed timestamp,https://github.com/moorcheh-ai/memanto/pull/1505,https://github.com/moorcheh-ai/memanto/pull/1505,global,unknown,unknown,unknown,,,,,,,,,,true,discovered,2026-07-17T19:43:33.112924+00:00,2026-07-17T19:43:33.112924+00:00,,,,
GitHub,GitHub,[BUG] S3 Bucket Misconfiguration → Mass Data Leak $120,https://github.com/zhangjiayang6835-cyber/ai-research/issues/1248,https://github.com/zhangjiayang6835-cyber/ai-research/issues/1248,global,unknown,unknown,unknown,,,,,,,,,,true,discovered,2026-07-17T19:43:33.112924+00:00,2026-07-17T19:43:33.112924+00:00,,,,
GitHub,GitHub,[BUG] Hardcoded AWS Keys in Public Artifact → Cloud Takeover $180,https://github.com/zhangjiayang6835-cyber/ai-research/issues/1247,https://github.com/zhangjiayang6835-cyber/ai-research/issues/1247,global,unknown,unknown,unknown,,,,,,,,,,true,discovered,2026-07-17T19:43:33.112924+00:00,2026-07-17T19:43:33.112924+00:00,,,,
GitHub,GitHub,[BUG] HTTP/2 Downgrade → Request Smuggling $200,https://github.com/zhangjiayang6835-cyber/ai-research/issues/1246,https://github.com/zhangjiayang6835-cyber/ai-research/issues/1246,global,unknown,unknown,unknown,,,,,,,,,,true,discovered,2026-07-17T19:43:33.112924+00:00,2026-07-17T19:43:33.112924+00:00,,,,
GitHub,GitHub,[BUG] Second-Order SQL Injection via Stored XSS Data $150,https://github.com/zhangjiayang6835-cyber/ai-research/issues/1245,https://github.com/zhangjiayang6835-cyber/ai-research/issues/1245,global,unknown,unknown,unknown,,,,,,,,,,true,discovered,2026-07-17T19:43:33.112924+00:00,2026-07-17T19:43:33.112924+00:00,,,,
GitHub,GitHub,[BUG] Predictable OAuth State Token → CSRF + Account Takeover $150,https://github.com/zhangjiayang6835-cyber/ai-research/issues/1244,https://github.com/zhangjiayang6835-cyber/ai-research/issues/1244,global,unknown,unknown,unknown,,,,,,,,,,true,discovered,2026-07-17T19:43:33.112924+00:00,2026-07-17T19:43:33.112924+00:00,,,,
GitHub,GitHub,[BUG] ECB Mode Encryption → Data Leak via Pattern Matching $120,https://github.com/zhangjiayang6835-cyber/ai-research/issues/1243,https://github.com/zhangjiayang6835-cyber/ai-research/issues/1243,global,unknown,unknown,unknown,,,,,,,,,,true,discovered,2026-07-17T19:43:33.112924+00:00,2026-07-17T19:43:33.112924+00:00,,,,
GitHub,GitHub,fix(mcp): restrict automatic agent creation,https://github.com/moorcheh-ai/memanto/pull/1503,https://github.com/moorcheh-ai/memanto/pull/1503,global,unknown,unknown,unknown,,,,,,,,,,true,discovered,2026-07-17T19:43:33.112924+00:00,2026-07-17T19:43:33.112924+00:00,,,,
GitHub,GitHub,fix: block cross-site management token theft,https://github.com/moorcheh-ai/memanto/pull/1502,https://github.com/moorcheh-ai/memanto/pull/1502,global,unknown,unknown,unknown,,,,,,,,,,true,discovered,2026-07-17T19:43:33.112924+00:00,2026-07-17T19:43:33.112924+00:00,,,,
GitHub,GitHub,[Bounty] [1 USDC standing meta] Seed a paid CLI child bounty,https://github.com/zhangjiayang6835-cyber/bounty-plaza/issues/514,https://github.com/zhangjiayang6835-cyber/bounty-plaza/issues/514,global,unknown,unknown,unknown,,,,,,,,,,true,discovered,2026-07-17T19:43:33.112924+00:00,2026-07-17T19:43:33.112924+00:00,,,,
GitHub,GitHub,[Bounty] [1 USDC standing meta] Seed a paid API child bounty,https://github.com/zhangjiayang6835-cyber/bounty-plaza/issues/513,https://github.com/zhangjiayang6835-cyber/bounty-plaza/issues/513,global,unknown,unknown,unknown,,,,,,,,,,true,discovered,2026-07-17T19:43:33.112924+00:00,2026-07-17T19:43:33.112924+00:00,,,,
GitHub,GitHub,[Bounty] [1 USDC standing meta] Seed a paid distribution tooling child bounty,https://github.com/zhangjiayang6835-cyber/bounty-plaza/issues/510,https://github.com/zhangjiayang6835-cyber/bounty-plaza/issues/510,global,unknown,unknown,unknown,,,,,,,,,,true,discovered,2026-07-17T19:43:33.112924+00:00,2026-07-17T19:43:33.112924+00:00,,,,
GitHub,GitHub,[Bounty] [1 USDC standing meta] Seed a paid MCP child bounty,https://github.com/zhangjiayang6835-cyber/bounty-plaza/issues/511,https://github.com/zhangjiayang6835-cyber/bounty-plaza/issues/511,global,unknown,unknown,unknown,,,,,,,,,,true,discovered,2026-07-17T19:43:33.112924+00:00,2026-07-17T19:43:33.112924+00:00,,,,
GitHub,GitHub,[Bounty] [1 USDC standing meta] Seed a paid wallet UX child bounty,https://github.com/zhangjiayang6835-cyber/bounty-plaza/issues/512,https://github.com/zhangjiayang6835-cyber/bounty-plaza/issues/512,global,unknown,unknown,unknown,,,,,,,,,,true,discovered,2026-07-17T19:43:33.112924+00:00,2026-07-17T19:43:33.112924+00:00,,,,
GitHub,GitHub,🎯 Fix: Database Lock Leaked on Context Cancellation During Force -> Up Migration Sequence,https://github.com/Thomasuw10/migrate/issues/1,https://github.com/Thomasuw10/migrate/issues/1,global,unknown,unknown,unknown,,,,,,,,,,true,discovered,2026-07-17T19:43:33.112924+00:00,2026-07-17T19:43:33.112924+00:00,,,,
GitHub,GitHub,🎯 Fix Protocol Desynchronization on Context Cancellation During Row Streaming,https://github.com/Thomasuw10/mysql/issues/1,https://github.com/Thomasuw10/mysql/issues/1,global,unknown,unknown,unknown,,,,,,,,,,true,discovered,2026-07-17T19:43:33.112924+00:00,2026-07-17T19:43:33.112924+00:00,,,,
GitHub,GitHub,🎯 Fix Recovery Interceptor to Invoke Recovery Handler for Panics During Active Stream Processing,https://github.com/Thomasuw10/middleware/issues/1,https://github.com/Thomasuw10/middleware/issues/1,global,unknown,unknown,unknown,,,,,,,,,,true,discovered,2026-07-17T19:43:33.112924+00:00,2026-07-17T19:43:33.112924+00:00,,,,
GitHub,GitHub,🎯 Fix Header Accumulation and Duplication During Retries in `PrepareRetry`,https://github.com/Thomasuw10/retryablehttp/issues/1,https://github.com/Thomasuw10/retryablehttp/issues/1,global,unknown,unknown,unknown,,,,,,,,,,true,discovered,2026-07-17T19:43:33.112924+00:00,2026-07-17T19:43:33.112924+00:00,,,,
